Name,Price,Rate,Rating_count,Details,Brand,Gender,Product_Type,Character,Fragrance_Family,Size,Year,Ingredients,Concentration,Top_note,Middle_note,Base_note
Creed Sublime Vanille Les Royales Exclusives,6285 ,No-Rate,0,"['Creed', 'Unisex', 'Perfume', 'Extravagant', 'Aromatic', '250 ml', '2009', 'Tahitian vanilla, South american bourbon vanilla, Tonka bean, Bergamot, Calabrian lemon, Musk', 'Eau de Parfum', 'Tahitian vanilla, South american bourbon vanilla', 'Tonka bean', 'Bergamot, Calabrian lemon, Musk']",Creed,Unisex,Perfume,Extravagant,Aromatic,250_ml,2009,"Tahitian vanilla, South american bourbon vanilla, Tonka bean, Bergamot, Calabrian lemon, Musk",Eau de Parfum,"Tahitian vanilla, South american bourbon vanilla",Tonka bean,"Bergamot, Calabrian lemon, Musk"
Creed Viking,2087 ,No-Rate,0,"['Creed', 'Men', 'Perfume', 'Modern', 'Aromatic', '50 ml', '2017', 'Pink Pepper, Calabrian Bergamot, Sicilian Lemon, Pink Pepper, Bulgarian Rose, Spicy Mint, Sandalwood, Haitian Vetiver, Indian Patchouli, Lavender.', 'Eau de Parfum', 'Pink Pepper, Calabrian Bergamot, Sicilian Lemon', 'Pink Pepper, Bulgarian Rose, Spicy Mint', 'Sandalwood, Haitian Vetiver, Indian Patchouli, Lavender.']",Creed,Men,Perfume,Modern,Aromatic,50_ml,2017,"Pink Pepper, Calabrian Bergamot, Sicilian Lemon, Pink Pepper, Bulgarian Rose, Spicy Mint, Sandalwood, Haitian Vetiver, Indian Patchouli, Lavender.",Eau de Parfum,"Pink Pepper, Calabrian Bergamot, Sicilian Lemon","Pink Pepper, Bulgarian Rose, Spicy Mint","Sandalwood, Haitian Vetiver, Indian Patchouli, Lavender."
Creed Aventus,3204 ,No-Rate,0,"['Creed', 'Women', 'Perfume', 'Extravagant', 'Fruity', '250 ml', '2016', 'Patchouli, lemon, bergamot, apple, pink pepper, violet, musk, strax, sandalwood, rose, amber, ylang ylang, purple blossom, black currant, peach', 'Eau de Parfum', 'Patchouli, Lemon, Bergamot, Apple, Pink Pepper, Violet', 'Musk, Strax, Sandalwood, Rose', 'Amber, Ylang Ylang, Purple Blossom, Black Currant, Peach']",Creed,Women,Perfume,Extravagant,Fruity,250_ml,2016,"Patchouli, lemon, bergamot, apple, pink pepper, violet, musk, strax, sandalwood, rose, amber, ylang ylang, purple blossom, black currant, peach",Eau de Parfum,"Patchouli, Lemon, Bergamot, Apple, Pink Pepper, Violet","Musk, Strax, Sandalwood, Rose","Amber, Ylang Ylang, Purple Blossom, Black Currant, Peach"
Creed Pure White Cologne,2737 ,No-Rate,0,"['Creed', 'Unisex', 'Perfume', 'Extravagant', 'Aromatic', '250 ml', '2011', 'Lemon, bergamot, grapefruit, galbanum, pears, baby grains, amber, white musk, rice powder', 'Eau de Parfum', 'Lemon, Bergamot, Grapefruit', 'Gilbanum, pears, small grains', 'Amber, White Musk, Rice Powder']",Creed,Unisex,Perfume,Extravagant,Aromatic,250_ml,2011,"Lemon, bergamot, grapefruit, galbanum, pears, baby grains, amber, white musk, rice powder",Eau de Parfum,"Lemon, Bergamot, Grapefruit","Gilbanum, pears, small grains","Amber, White Musk, Rice Powder"
Creed Original Santal,1512 ,No-Rate,0,"['Creed', 'Unisex', 'Perfume', 'Charismatic', '100 ml', '2004', 'Coriander, Juniper Berries, Cinnamon, Sandalwood, Rosemary, Ginger, Lavender, Petitgrain, Tonkabean, Vanilla.', 'Eau de Parfum', 'Orange Tree Absolute, Jamaican Ginger, Sicilian Lemon', 'Lavender, Peppermint, Rosemary, Pinkberries', 'Mysore Sandalwood, Virginia Cedar, Vanilla, Siam Benzoin, Ambergris, Tonkin Musk']",Creed,Unisex,Perfume,Charismatic,Citrus,100_ml,2004,"Coriander, Juniper Berries, Cinnamon, Sandalwood, Rosemary, Ginger, Lavender, Petitgrain, Tonkabean, Vanilla.",Eau de Parfum,"Orange Tree Absolute, Jamaican Ginger, Sicilian Lemon","Lavender, Peppermint, Rosemary, Pinkberries","Mysore Sandalwood, Virginia Cedar, Vanilla, Siam Benzoin, Ambergris, Tonkin Musk"
Creed Asian Green Tea,1309 ,No-Rate,0,"['Creed', 'Unisex', 'Perfume', 'Glamorous', 'Floral', '100 ml', '2000', 'Bergamont, Mandarin, Lemon, Neroli,Violet, Heliotrope, Green Tea, Rose, Black Currant,Amber, Sandalwood, Musk ', 'Eau de Parfum', 'Bergamont, Mandarin, Lemon, Neroli', 'Violet, Heliotrope, Green Tea, Rose, Black Currant', 'Amber, Sandalwood, Musk ']",Creed,Unisex,Perfume,Glamorous,Floral,100_ml,2000,"Bergamont, Mandarin, Lemon, Neroli,Violet, Heliotrope, Green Tea, Rose, Black Currant,Amber, Sandalwood, Musk ",Eau de Parfum,"Bergamont, Mandarin, Lemon, Neroli","Violet, Heliotrope, Green Tea, Rose, Black Currant","Amber, Sandalwood, Musk "
Creed Neroli Sauvage,1512 ,No-Rate,0,"['Creed', 'Unisex', 'Perfume', 'Extravagant', 'Citrus', '100 ml', '1994', 'lemon, bergamot and petit grain, verbena, orange flower, ambergris, sandalwood', 'Eau de Parfum', 'lemon, bergamot and petit grain', 'verbena, orange flower', 'ambergris, sandalwood']",Creed,Unisex,Perfume,Extravagant,Citrus,100_ml,1994,"lemon, bergamot and petit grain, verbena, orange flower, ambergris, sandalwood",Eau de Parfum,"lemon, bergamot and petit grain","verbena, orange flower","ambergris, sandalwood"
Creed Spice And Wood,2841 ,No-Rate,0,"['Creed', 'Men', 'Perfume', 'Charismatic', '75 ml', '2017', 'Apple, Bergamot, Lemon,Angelic Root, Pinkberries, Vetiver, Patchouli, Cloves, Pimento (Jamaican Pepper), Birch,Iris, Cedarwood, Oakmoss, Tonkin Musk', 'Eau de Parfum', 'Apple, Bergamot, Lemon', 'Angelic Root, Pinkberries, Vetiver, Patchouli, Cloves, Pimento (Jamaican Pepper), Birch', 'Iris, Cedarwood, Oakmoss, Tonkin Musk']",Creed,Men,Perfume,Charismatic,Citrus,75_ml,2017,"Apple, Bergamot, Lemon,Angelic Root, Pinkberries, Vetiver, Patchouli, Cloves, Pimento (Jamaican Pepper), Birch,Iris, Cedarwood, Oakmoss, Tonkin Musk",Eau de Parfum,"Apple, Bergamot, Lemon","Angelic Root, Pinkberries, Vetiver, Patchouli, Cloves, Pimento (Jamaican Pepper), Birch","Iris, Cedarwood, Oakmoss, Tonkin Musk"
Creed Bois Du Portugal,1512 ,No-Rate,0,"['Creed', 'Men', 'Perfume', 'Sophisticated', 'Floral Oriental', '100 ml', '1987', 'Bergamot, lavender, sandalwood, vetiver ambergris, cedar', 'Eau de Parfum', 'Bergamot', 'lavender', 'sandalwood, vetiver ambergris, cedar']",Creed,Men,Perfume,Sophisticated,FloralOriental,100_ml,1987,"Bergamot, lavender, sandalwood, vetiver ambergris, cedar",Eau de Parfum,Bergamot,lavender,"sandalwood, vetiver ambergris, cedar"
Creed Jardin D'amalfi,6285 ,No-Rate,0,"['Creed', 'Unisex', 'Perfume', 'Dynamic', 'Citrus', '250 ml', '2011', 'Mandarin, Bergamot, Pink Pepper, Small Grain, Cedar Wood, Apple, Rose, Vetiver, White Musk, Cinnamon', 'Eau de Parfum', 'Mandarin, Bergamot, Pink Pepper, Small Grains', 'Cedar wood, apple, rose', 'Vetiver, white musk, cinnamon']",Creed,Unisex,Perfume,Dynamic,Citrus,250_ml,2011,"Mandarin, Bergamot, Pink Pepper, Small Grain, Cedar Wood, Apple, Rose, Vetiver, White Musk, Cinnamon",Eau de Parfum,"Mandarin, Bergamot, Pink Pepper, Small Grains","Cedar wood, apple, rose","Vetiver, white musk, cinnamon"
Creed Pure White Cologne Le Royal Exclusives,2623 ,No-Rate,0,"['Creed', 'Unisex', 'Perfume', 'Romantic', 'Aquatic', '250 ml', '1996', 'Lemon, Bergamot, Grapefruit,Galbanum, Petitgrain, Sweet Pear, Nerol, Ambergris, White musk, Rice Powder', 'Eau de Cologne', 'Lemon, Bergamot, Grapefruit', 'Galbanum, Pear, Petitgrain', 'Ambergris, White Musk, Rice Powder']",Creed,Unisex,Perfume,Romantic,Aquatic,250_ml,1996,"Lemon, Bergamot, Grapefruit,Galbanum, Petitgrain, Sweet Pear, Nerol, Ambergris, White musk, Rice Powder",Eau de Cologne,"Lemon, Bergamot, Grapefruit","Galbanum, Pear, Petitgrain","Ambergris, White Musk, Rice Powder"
Creed Royal Princess Oud Millesime,1765 ,No-Rate,0,"['Creed', 'Women', 'Perfume', 'Charismatic', '75 ml', '2015', 'Sicilian Bergamot, Rose, Sweet Violet,Jasmine, Vanilla, Patchouli, Iris from Tuscany,Benjoin Siam, Mysore Sandalwood, Styrax', 'Eau de Parfum', 'Sicilian Bergamot, Rose, Sweet Violet', 'Jasmine, Vanilla, Patchouli, Iris from Tuscany', 'Benjoin Siam, Mysore Sandalwood, Styrax']",Creed,Women,Perfume,Charismatic,Floral,75_ml,2015,"Sicilian Bergamot, Rose, Sweet Violet,Jasmine, Vanilla, Patchouli, Iris from Tuscany,Benjoin Siam, Mysore Sandalwood, Styrax",Eau de Parfum,"Sicilian Bergamot, Rose, Sweet Violet","Jasmine, Vanilla, Patchouli, Iris from Tuscany","Benjoin Siam, Mysore Sandalwood, Styrax"
Creed Silver Mountain Water,4565 ,No-Rate,0,"['Creed', 'Unisex', 'Perfume', 'Natural', 'Aromatic', '50 ml', '1995', 'Bergamot, Mandarin, Green Tea, Black Currant, Galbanum, Musk, Sandalwood, Bitter Orange.', 'Eau de Parfum', 'Bergamot, Mandarin', 'Green Tea, Black Currant', 'Galbanum, Musk, Sandalwood, Bitter Orange.']",Creed,Unisex,Perfume,Natural,Aromatic,50_ml,1995,"Bergamot, Mandarin, Green Tea, Black Currant, Galbanum, Musk, Sandalwood, Bitter Orange.",Eau de Parfum,"Bergamot, Mandarin","Green Tea, Black Currant","Galbanum, Musk, Sandalwood, Bitter Orange."
Creed Jasmin Imperatrice Eugenie,1403 ,No-Rate,0,"['Creed', 'Women', 'Perfume', 'Sophisticated', 'Floral Oriental', '75 ml', 'Bergamot, Tangerine, green orange,Sandalwood, ambergris, vanilla, and neroli', 'Eau de Parfum', 'Bergamot', 'Tangerine, green orange', 'Sandalwood, ambergris, vanilla, neroli']",Creed,Women,Perfume,Sophisticated,FloralOriental,75_ml,2017,"Bergamot, Tangerine, green orange,Sandalwood, ambergris, vanilla, and neroli",Eau de Parfum,Bergamot,"Tangerine, green orange","Sandalwood, ambergris, vanilla, neroli"
Creed Original Vetiver,1512 ,No-Rate,0,"['Creed', 'Unisex', 'Perfume', 'Sophisticated', '100 ml', '1987', 'Mandarin, Ginger, Bergamot, Iris, Vetiver, SandalWood, Musk, Amber.', 'Eau de Parfum', 'Bergamot, Bitter Orange, Mandarin, Vetiver Leaves', 'White Pepper, Coriander, Pinkberries', 'Mysore Sandalwood, Vetiver, Ambergris, Tonkin Musk']",Creed,Unisex,Perfume,Sophisticated,Aromatic,100_ml,1987,"Mandarin, Ginger, Bergamot, Iris, Vetiver, SandalWood, Musk, Amber.",Eau de Parfum,"Bergamot, Bitter Orange, Mandarin, Vetiver Leaves","White Pepper, Coriander, Pinkberries","Mysore Sandalwood, Vetiver, Ambergris, Tonkin Musk"
Creed Spring Flower,1501 ,No-Rate,0,"['Creed', 'Women', 'Perfume', 'Feminine', 'Oriental', '75 ml', '2005', 'Bergamot, Apple, Apricot, Melon, Peach,Jasmine, Rose,Musk', 'Eau de Parfum', 'Bergamot, Apple, Apricot, Melon, Peach', 'Jasmine, Rose', 'Musk']",Creed,Women,Perfume,Feminine,Oriental,75_ml,2005,"Bergamot, Apple, Apricot, Melon, Peach,Jasmine, Rose,Musk",Eau de Parfum,"Bergamot, Apple, Apricot, Melon, Peach","Jasmine, Rose",Musk
Creed White Flowers,2841 ,No-Rate,0,"['Creed', 'Women', 'Perfume', 'Charismatic', 'Floral', '75 ml', '2016', 'Violet Leaves, Green Apple, Lemon,Jasmine, Geranium, Rose,Musk, Sandalwood, Narcissus', 'Eau de Parfum', 'Violet Leaves, Green Apple, Lemon', 'Jasmine, Geranium, Rose', 'Musk, Sandalwood, Narcissus']",Creed,Women,Perfume,Charismatic,Floral,75_ml,2016,"Violet Leaves, Green Apple, Lemon,Jasmine, Geranium, Rose,Musk, Sandalwood, Narcissus",Eau de Parfum,"Violet Leaves, Green Apple, Lemon","Jasmine, Geranium, Rose","Musk, Sandalwood, Narcissus"
Creed Jardin D'Amalfi,2841 ,No-Rate,0,"['Creed', 'Unisex', 'Perfume', 'Charismatic', 'Floral', '75 ml', '2011', 'mandarin, bergamot, lemon, pink pepper, petit grain, cedar, rose, apple, vetiver, white musk, cinnamon.', 'Eau de Parfum', 'Mandarin, Bergamot, Pink Pepper, Petitgrain', 'Cedar, Apple, Rose', 'Vetiver from Haiti, White Musk, Cinnamon']",Creed,Unisex,Perfume,Charismatic,Floral,75_ml,2011,"mandarin, bergamot, lemon, pink pepper, petit grain, cedar, rose, apple, vetiver, white musk, cinnamon.",Eau de Parfum,"Mandarin, Bergamot, Pink Pepper, Petitgrain","Cedar, Apple, Rose","Vetiver from Haiti, White Musk, Cinnamon"
Creed Fleurissimo,1403 ,No-Rate,0,"['Creed', 'Women', 'Perfume', 'Romantic', 'Floral', '75 ml', 'Bergamot, Violet Leaves, Bulgarian Rose, Tuberose, Ylang Ylang, Florentine Iris, Ambergris', 'Eau de Parfum', 'Bergamot, Violet Leaves', 'Bulgarian Rose, Tuberose, Ylang Ylang', 'Florentine Iris, Ambergris']",Creed,Women,Perfume,Romantic,Floral,75_ml,,"Bergamot, Violet Leaves, Bulgarian Rose, Tuberose, Ylang Ylang, Florentine Iris, Ambergris",Eau de Parfum,"Bergamot, Violet Leaves","Bulgarian Rose, Tuberose, Ylang Ylang","Florentine Iris, Ambergris"
Creed White Amber,2841 ,No-Rate,0,"['Creed', 'Unisex', 'Perfume', 'Charismatic', 'Aromatic', '75 ml', '2018', 'Amber, Vanilla, Fruity Accord,Floral Accord, Sandalwood, Benzoin,Floral Accord, Absolute Jasmine, Sandalwood, Benzoin', 'Eau de Parfum', 'Amber, Vanilla, Fruity Accord', 'Floral Accord, Sandalwood, Benzoin', 'Floral Accord, Absolute Jasmine, Sandalwood, Benzoin']",Creed,Unisex,Perfume,Charismatic,Aromatic,75_ml,2018,"Amber, Vanilla, Fruity Accord,Floral Accord, Sandalwood, Benzoin,Floral Accord, Absolute Jasmine, Sandalwood, Benzoin",Eau de Parfum,"Amber, Vanilla, Fruity Accord","Floral Accord, Sandalwood, Benzoin","Floral Accord, Absolute Jasmine, Sandalwood, Benzoin"
Creed Royal Mayfair,1304 ,No-Rate,0,"['Creed', 'Unisex', 'Perfume', 'Feminine', 'Soft Floral', '250 ml', '2015', 'Raspberry, green lemon, pine nuts, rose, tuberose, orange, cedarwood, eucalyptus.', 'Eau de Parfum', 'Raspberry, green lemon, pine nuts', 'Rose, tuberose', 'Orange, cedar, and eucalyptus']",Creed,Unisex,Perfume,Feminine,Soft_Floral,250_ml,2015,"Raspberry, green lemon, pine nuts, rose, tuberose, orange, cedarwood, eucalyptus.",Eau de Parfum,"Raspberry, green lemon, pine nuts","Rose, tuberose","Orange, cedar, and eucalyptus"
Creed Aqua Fiorentina,1501 ,No-Rate,0,"['Creed', 'Women', 'Perfume', 'Extravagant', 'Fruity', '75 ml', '2009', 'Plum, greengage, apple, rose, white carnation, bergamot, lemon, Virginia cedar, sandalwood, and grapefruit', 'Eau de Parfum', 'Plum, greengage, apple', 'rose, white carnation, bergamot, lemon', 'Virginia cedar, sandalwood, grapefruit']",Creed,Women,Perfume,Extravagant,Fruity,75_ml,2009,"Plum, greengage, apple, rose, white carnation, bergamot, lemon, Virginia cedar, sandalwood, and grapefruit",Eau de Parfum,"Plum, greengage, apple","rose, white carnation, bergamot, lemon","Virginia cedar, sandalwood, grapefruit"
Creed Tubereuse Indiana,1146 ,No-Rate,0,"['Creed', 'Women', 'Perfume', 'Feminine', 'Floral', '75 ml', '1980', 'Bergamot, Indian Tuberose, Vanilla, Ambergris.', 'Eau de Parfum', 'Bergamot', 'Indian Tuberose', 'Vanilla, Ambergris.']",Creed,Women,Perfume,Feminine,Floral,75_ml,1980,"Bergamot, Indian Tuberose, Vanilla, Ambergris.",Eau de Parfum,Bergamot,Indian Tuberose,"Vanilla, Ambergris."
Creed Royal Oud,4565 ,No-Rate,0,"['Creed', 'Unisex', 'Perfume', 'Charismatic', 'Aromatic', '120 ml', '1985', 'Lemon, Pinkberries, Bergamot,Cedar, Galbanum, Angelica Roots,Sandalwood, Oud, Tonkin Musk', 'Eau de Parfum', 'Lemon, Pinkberries, Bergamot', 'Cedar, Galbanum, Angelica Roots', 'Sandalwood, Oud, Tonkin Musk']",Creed,Unisex,Perfume,Charismatic,Aromatic,120_ml,1985,"Lemon, Pinkberries, Bergamot,Cedar, Galbanum, Angelica Roots,Sandalwood, Oud, Tonkin Musk",Eau de Parfum,"Lemon, Pinkberries, Bergamot","Cedar, Galbanum, Angelica Roots","Sandalwood, Oud, Tonkin Musk"
Creed Viking - 100 ml,2087 ,No-Rate,0,"['100 ml', 'Eau de Parfum', 'Creed', 'Men', 'Perfume', 'Charismatic', 'Aquatic', '2007', 'Pink Pepper, Calabrian bergamot, Sicilian Lemon, Bulgarian Rose, Spicy Mint, Sandalwood, Haitian Vetiver, Indian Patchouli, Lavender.', 'Calabrian Bergamot, Sicilian Lemon, La Reunion Baie Rose (Pink Peppercorn)', 'Peppercorn, Bulgarian Rose, Peppermint', 'Indian Sandalwood, Haitian Vetiver, Indian Patchouli, Lavandin Absolute']",Creed,Men,Perfume,Natural,Fruity,100_ml,2007,"Pink Pepper, Calabrian bergamot, Sicilian Lemon, Bulgarian Rose, Spicy Mint, Sandalwood, Haitian Vetiver, Indian Patchouli, Lavender.",Eau de Parfum,"Calabrian Bergamot, Sicilian Lemon, La Reunion Baie Rose (Pink Peppercorn)","Peppercorn, Bulgarian Rose, Peppermint","Indian Sandalwood, Haitian Vetiver, Indian Patchouli, Lavandin Absolute"
Creed Viking Cologne EDP,1806 ,No-Rate,0,"['Creed', 'Men', 'Perfume', 'Natural', 'Woody', '100 ml', '2017', 'Eau de Parfum']",Creed,Men,Perfume,Natural,Woody,100_ml,2017,,Eau de Parfum,,,
